antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({""POPPY'S PLAYHOUSE BEDROOM""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",0.015856559126669514,0.012746234067207415,0.010306763432335183,0.6499999999999999,50.99545454545454,1.0,0.01010465201820614,2.8207250455222637,0.9961864992539841,0.5633333333333334,0.6454812206572769,0.7293062200956937
frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),0.013965969384643532,0.01518570470207965,0.010489723729950601,0.7510917030567686,49.46044439767805,1.0,0.01027764064299712,3.956534624968839,0.9936592378859188,0.5620915032679739,0.7472535704125486,0.720927377632802
frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),0.01518570470207965,0.013965969384643532,0.010489723729950601,0.6907630522088354,49.46044439767805,1.0,0.01027764064299712,3.188603553548361,0.9948899280492653,0.5620915032679739,0.6863830880175825,0.720927377632802
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.012746234067207415,0.017564188571080077,0.010855644325181435,0.8516746411483254,48.489267676767675,1.0,0.01063176706645388,6.623518857698202,0.9920214168908583,0.5579937304075234,0.8490228500160836,0.7348650983519405
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",0.017564188571080077,0.012746234067207415,0.010855644325181435,0.6180555555555555,48.489267676767675,1.0,0.01063176706645388,2.5848098598967653,0.9968863800750646,0.5579937304075234,0.6131243479394887,0.7348650983519405
"frozenset({""POPPY'S PLAYHOUSE BEDROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.015856559126669514,0.017564188571080077,0.012746234067207415,0.8038461538461538,45.766199252136744,1.0,0.012467726472618111,5.0084962935591975,0.9939098028157822,0.6165191740412977,0.8003392752259845,0.764770299145299
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.017564188571080077,0.015856559126669514,0.012746234067207415,0.7256944444444443,45.76619925213674,1.0,0.012467726472618111,3.5877634300192285,0.9956373758792152,0.6165191740412977,0.7212748221822862,0.764770299145299
"frozenset({'KEY FOB , BACK DOOR'})","frozenset({'KEY FOB , SHED'})",0.01414892968225895,0.015978532658413123,0.010001829602976154,0.7068965517241379,44.24039220847592,1.0,0.009775750467966589,3.35724971210659,0.9914238078353567,0.4969696969696969,0.7021371402925745,0.6664253750987101
"frozenset({'KEY FOB , SHED'})","frozenset({'KEY FOB , BACK DOOR'})",0.015978532658413123,0.01414892968225895,0.010001829602976154,0.6259541984732825,44.24039220847592,1.0,0.009775750467966589,2.6356426573800835,0.9932671740724225,0.4969696969696969,0.6205858949809101,0.6664253750987101
frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),0.015551625297310483,0.017747148868695495,0.011099591388668659,0.7137254901960784,40.21634660737147,1.0,0.010823594379367118,3.431157219705242,0.9905389802862234,0.5,0.7085531393732212,0.6695775217303416
frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),0.017747148868695495,0.015551625297310483,0.011099591388668659,0.6254295532646047,40.21634660737146,1.0,0.010823594379367118,2.6282062113622255,0.9927530249459966,0.5,0.6195123519315898,0.6695775217303416
"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN TREE CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.011160578154540465,0.024455693114594133,0.01036775019820699,0.9289617486338798,37.98550072905169,1.0,0.010094810523878105,13.732662166156103,0.9846635804932556,0.41062801932367154,0.9271809072486701,0.6764509491299076
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN TREE CHRISTMAS SCANDINAVIAN'})",0.024455693114594133,0.011160578154540465,0.01036775019820699,0.4239401496259352,37.98550072905169,1.0,0.010094810523878105,1.7165567452815123,0.9980829766265098,0.41062801932367154,0.41743842564551986,0.6764509491299076
frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),0.019088857717875222,0.018478990059157163,0.013234128194181863,0.6932907348242812,37.51778276869221,1.0,0.01288138538217258,3.200167459494623,0.9922876098638828,0.543859649122807,0.6875163526105218,0.7047311759929986
frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),0.018478990059157163,0.019088857717875222,0.013234128194181863,0.7161716171617162,37.5177827686922,1.0,0.01288138538217258,3.4560008850172537,0.9916710523829185,0.543859649122807,0.7106482222457511,0.7047311759929986
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})",0.015124717936207843,0.018296029761541745,0.01036775019820699,0.6854838709677419,37.46626344086021,1.0,0.010091027908711206,3.121315187424841,0.9882564209038621,0.4497354497354497,0.67962222974828,0.6260752688172042
"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.018296029761541745,0.015124717936207843,0.01036775019820699,0.5666666666666667,37.46626344086021,1.0,0.010091027908711206,2.272789112454905,0.9914488998680792,0.4497354497354497,0.5600119718455219,0.6260752688172042
frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),0.016527413551259376,0.020979447459901202,0.012868207598951027,0.7785977859778598,37.11240667639235,1.0,0.012521471594704322,4.421909495639446,0.9894071744255692,0.5222772277227723,0.7738533543062959,0.6959849395005577
frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),0.020979447459901202,0.016527413551259376,0.012868207598951027,0.6133720930232558,37.11240667639235,1.0,0.012521471594704322,2.543718569461404,0.9939064408388918,0.5222772277227723,0.6068747494296369,0.6959849395005577
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.018722937122644386,0.0167713606147466,0.011587485515643106,0.6188925081433225,36.90174711282204,1.0,0.011273476385392011,2.579924720438229,0.9914641326747571,0.4846938775510204,0.6123917910945329,0.6549007995262067
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.0167713606147466,0.018722937122644386,0.011587485515643106,0.6909090909090909,36.90174711282203,1.0,0.011273476385392011,3.1747199093090916,0.9894962098211663,0.4846938775510204,0.6850115825752867,0.6549007995262067
frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),0.017137281209977435,0.019088857717875222,0.01122156492041227,0.6548042704626335,34.30295726126454,1.0,0.010894433797723795,2.841608566817289,0.987775785878468,0.44878048780487795,0.6480866465292092,0.6213318476913806
frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.019088857717875222,0.017137281209977435,0.01122156492041227,0.5878594249201278,34.30295726126454,1.0,0.010894433797723795,2.3847754339633878,0.9897410199712381,0.44878048780487795,0.5806733054365435,0.6213318476913806
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.024455693114594133,0.015124717936207843,0.01268524730133561,0.5187032418952618,34.295068779663744,1.0,0.012315361841042913,2.0462952751688115,0.9951790832323466,0.4716553287981859,0.5113119733331233,0.6787064596573082
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.015124717936207843,0.024455693114594133,0.01268524730133561,0.8387096774193548,34.29506877966374,1.0,0.012315361841042913,6.048374702689514,0.9857504870508772,0.4716553287981859,0.8346663278722906,0.6787064596573082
frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),0.013965969384643532,0.022565103372568153,0.010123803134719766,0.7248908296943232,32.12441874188599,1.0,0.009808659591857161,3.5528982750425704,0.9825939085386572,0.38337182448036944,0.7185396477505346,0.5867697391714859
frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),0.022565103372568153,0.013965969384643532,0.010123803134719766,0.4486486486486486,32.12441874188599,1.0,0.009808659591857161,1.7883950555278523,0.9912384297281469,0.38337182448036944,0.4408394292362625,0.5867697391714859
frozenset({'KITCHEN METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.013234128194181863,0.024577666646337745,0.01036775019820699,0.783410138248848,31.874878503390473,1.0,0.010042486207095488,4.503545666760527,0.9816181923943869,0.37777777777777777,0.7779527345796149,0.6026231832683446
frozenset({'BATHROOM METAL SIGN'}),frozenset({'KITCHEN METAL SIGN'}),0.024577666646337745,0.013234128194181863,0.01036775019820699,0.4218362282878412,31.87487850339047,1.0,0.010042486207095488,1.7067238040246553,0.9930337847280967,0.37777777777777777,0.4140821158983765,0.6026231832683446
"frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.01268524730133561,0.02652924315423553,0.01036775019820699,0.8173076923076924,30.807802829354557,1.0,0.010031220188078246,5.328471511155766,0.9799718763285163,0.35940803382663844,0.8123289206095247,0.604056145004421
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),"frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})",0.02652924315423553,0.01268524730133561,0.01036775019820699,0.39080459770114945,30.807802829354557,1.0,0.010031220188078246,1.6206864808449775,0.99390832639283,0.35940803382663844,0.38297751488700643,0.604056145004421
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.024577666646337745,0.017869122400439103,0.013478075257669087,0.5483870967741936,30.689089507871856,1.0,0.013038893924048488,2.1747183718275993,0.9917910392867914,0.46526315789473693,0.5401703443744692,0.6513266541891447
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.017869122400439103,0.024577666646337745,0.013478075257669087,0.7542662116040957,30.689089507871852,1.0,0.013038893924048488,3.9694269954531,0.9850165103299144,0.46526315789473693,0.748074469905737,0.6513266541891447
frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),0.01518570470207965,0.022565103372568153,0.010489723729950601,0.6907630522088354,30.6120047758602,1.0,0.01014705673356288,3.160795964418579,0.9822492237500794,0.3847874720357942,0.6836239949502885,0.5778139585368501
frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),0.022565103372568153,0.01518570470207965,0.010489723729950601,0.4648648648648649,30.6120047758602,1.0,0.01014705673356288,1.840309541718336,0.9896649694338479,0.3847874720357942,0.45661315266219904,0.5778139585368501
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.014819784106848814,0.02360187839238885,0.010245776666463377,0.691358024691358,29.292500079752447,1.0,0.009896001924172075,3.16352991400866,0.980390747979271,0.3636363636363637,0.6838974097978886,0.5627332759115704
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.02360187839238885,0.014819784106848814,0.010245776666463377,0.43410852713178294,29.292500079752447,1.0,0.009896001924172075,1.7409349020577602,0.9892087534576605,0.3636363636363637,0.4255959836189083,0.5627332759115704
frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),0.020369579801183143,0.02232115630908093,0.013051167896566445,0.6407185628742516,28.704541736199733,1.0,0.012596495321873938,2.7212061149397253,0.9852310499371342,0.44032921810699593,0.6325158926735139,0.612709008213082
frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),0.02232115630908093,0.020369579801183143,0.013051167896566445,0.5846994535519126,28.704541736199733,1.0,0.012596495321873938,2.358846932847151,0.9871977016493162,0.44032921810699593,0.5760640565206194,0.612709008213082
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.018296029761541745,0.02360187839238885,0.012319326706104776,0.6733333333333333,28.52880275624462,1.0,0.01188750603660934,2.9889738416559526,0.9829314483911582,0.4164948453608248,0.6654370185300854,0.5976485788113695
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.02360187839238885,0.018296029761541745,0.012319326706104776,0.5219638242894057,28.52880275624462,1.0,0.01188750603660934,2.05361857557991,0.9882727997971563,0.4164948453608248,0.5130546578165736,0.5976485788113695
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.024455693114594133,0.02652924315423553,0.018296029761541745,0.7481296758104737,28.200189182216867,1.0,0.017647238732399314,3.8649680544074396,0.9887190547636909,0.5597014925373135,0.7412656493086291,0.7188924241121334
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.02652924315423553,0.024455693114594133,0.018296029761541745,0.689655172413793,28.200189182216867,1.0,0.017647238732399314,3.1434205444085292,0.9908250845758678,0.5597014925373135,0.6818752101818557,0.7188924241121334
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.016100506190156735,0.02360187839238885,0.010611697261694213,0.6590909090909092,27.925358233497775,1.0,0.01023169507253823,2.8641011567156602,0.9799682381582406,0.36477987421383645,0.6508503208222135,0.5543516560958422
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.02360187839238885,0.016100506190156735,0.010611697261694213,0.44961240310077527,27.925358233497775,1.0,0.01023169507253823,1.7876483760770396,0.9874970384888755,0.36477987421383645,0.44060587452075944,0.5543516560958422
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.015124717936207843,0.02652924315423553,0.011160578154540465,0.7379032258064516,27.81471078976641,1.0,0.01075933083477158,3.7141653491961475,0.9788526721951012,0.36599999999999994,0.7307605057980445,0.5792964404894327
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.02652924315423553,0.015124717936207843,0.011160578154540465,0.4206896551724138,27.81471078976641,1.0,0.01075933083477158,1.700082332133927,0.9903202482946177,0.36599999999999994,0.4117931931303529,0.5792964404894327
"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.01957675184484967,0.02335793132890163,0.012319326706104776,0.6292834890965732,26.940891307353812,1.0,0.01186205428086983,2.634471462549769,0.9821081915357497,0.40239043824701193,0.6204172206017553,0.5783493163498532
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.02335793132890163,0.01957675184484967,0.012319326706104776,0.5274151436031331,26.940891307353812,1.0,0.01186205428086983,2.074597259908412,0.9859105337285321,0.40239043824701193,0.5179787328726408,0.5783493163498532
frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.018418003293285357,0.02347990486064524,0.0115264987497713,0.6258278145695365,26.653762793497897,1.0,0.01109404578472191,2.609814767540577,0.9805414610012311,0.3795180722891567,0.6168310439355914,0.5583684527393138
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),0.02347990486064524,0.018418003293285357,0.0115264987497713,0.49090909090909096,26.653762793497897,1.0,0.01109404578472191,1.9281074935310467,0.9856242077700983,0.3795180722891567,0.48135671721878626,0.5583684527393138
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",0.029029700554979568,0.01616149295602854,0.012319326706104776,0.4243697478991597,26.258078325669896,1.0,0.011850163405069855,1.7091501071274835,0.9906754949095813,0.37476808905380343,0.4149138827363329,0.593316949421278
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.01616149295602854,0.029029700554979568,0.012319326706104776,0.7622641509433963,26.258078325669892,1.0,0.011850163405069855,4.084240148459214,0.9777178622895762,0.37476808905380343,0.7551564149876809,0.593316949421278
"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG PEARS'}),0.01579557236079771,0.025858388729645666,0.010550710495822407,0.667953667953668,25.831217673198807,1.0,0.010142262445509653,2.9337520618490904,0.9767149233812127,0.3392156862745098,0.6591395663579974,0.5379862679390981
frozenset({'JUMBO BAG PEARS'}),"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})",0.025858388729645666,0.01579557236079771,0.010550710495822407,0.40801886792452835,25.831217673198807,1.0,0.010142262445509653,1.6625604674064614,0.9868043218885626,0.3392156862745098,0.3985181173229949,0.5379862679390981
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.018722937122644386,0.024089772519363298,0.011648472281514912,0.6221498371335505,25.826306023997034,1.0,0.011197440985336066,2.58279689514272,0.9796211753910431,0.37377690802348335,0.6128228271140376,0.5528470704655095
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.024089772519363298,0.018722937122644386,0.011648472281514912,0.4835443037974684,25.82630602399703,1.0,0.011197440985336066,1.9000217639046837,0.9850084184503114,0.37377690802348335,0.47369023923971965,0.5528470704655095
"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.01616149295602854,0.03006647557480027,0.012319326706104776,0.7622641509433963,25.352627348922656,1.0,0.011833407572890036,4.079879110677428,0.9763353938914843,0.3633093525179857,0.7548946983789531,0.5860002296299132
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.03006647557480027,0.01616149295602854,0.012319326706104776,0.40973630831643004,25.352627348922656,1.0,0.011833407572890036,1.666777951796144,0.9903321538139729,0.3633093525179857,0.4000400599717644,0.5860002296299132
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.0167713606147466,0.024089772519363298,0.01006281636884796,0.6,24.906835443037973,1.0,0.009658798106798505,2.4397755687015916,0.9762229665467478,0.32673267326732675,0.5901262342207224,0.5088607594936709
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.024089772519363298,0.0167713606147466,0.01006281636884796,0.4177215189873418,24.906835443037973,1.0,0.009658798106798505,1.6885883154659787,0.983543723701204,0.32673267326732675,0.4077893404562364,0.5088607594936709
frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.01963773861072147,0.02347990486064524,0.01122156492041227,0.5714285714285715,24.336920222634514,1.0,0.01076047268615431,2.2785468886584948,0.9781181959564541,0.35181644359464637,0.5611238000071376,0.5246753246753247
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.02347990486064524,0.01963773861072147,0.01122156492041227,0.47792207792207797,24.336920222634514,1.0,0.01076047268615431,1.8778083116162798,0.9819666500124906,0.35181644359464637,0.4674642806649028,0.5246753246753247
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.013722022321156309,0.03732390071354516,0.012319326706104776,0.8977777777777778,24.05369644153958,1.0,0.011807167307400886,9.417483579976189,0.9717608725997505,0.31811023622047246,0.8938145215218386,0.613921568627451
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.03732390071354516,0.013722022321156309,0.012319326706104776,0.3300653594771242,24.05369644153958,1.0,0.011807167307400886,1.472200298388908,0.995585481893137,0.31811023622047246,0.32074460174044056,0.613921568627451
